CHECKSUM,DATA_FREE,NODEGROUP,CHECK_TIME,TABLE_NAME,TABLE_ROWS,CREATE_TIME,DATA_LENGTH,UPDATE_TIME,INDEX_LENGTH,TABLE_SCHEMA,TABLE_CATALOG,AVG_ROW_LENGTH,PARTITION_NAME,MAX_DATA_LENGTH,TABLESPACE_NAME,PARTITION_METHOD,PARTITION_COMMENT,SUBPARTITION_NAME,SUBPARTITION_METHOD,PARTITION_EXPRESSION,PARTITION_DESCRIPTION,SUBPARTITION_EXPRESSION,PARTITION_ORDINAL_POSITION,SUBPARTITION_ORDINAL_POSITION
2021-10-21 20:49:46,0,testimonials_details,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,1638,<blank>,def,<blank>,<blank>,10,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,admission_enquiry,0,<blank>,<blank>,65536,<blank>,<blank>,<blank>,<blank>,<blank>,176,<blank>,def,<blank>,<blank>,372,<blank>,<blank>,2021-10-28 06:38:53,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,department_cover_image,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,2340,<blank>,def,<blank>,<blank>,7,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,areaofinterest,0,<blank>,<blank>,81920,<blank>,<blank>,<blank>,<blank>,<blank>,405,<blank>,def,<blank>,<blank>,202,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-25 12:06:22,0,admission_enquiry1,2097152,<blank>,<blank>,1589248,<blank>,<blank>,<blank>,<blank>,<blank>,138,<blank>,def,<blank>,<blank>,11453,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,view_count,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,0,<blank>,def,<blank>,<blank>,0,<blank>,<blank>,2021-10-28 06:56:39,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,drives,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,8192,<blank>,def,<blank>,<blank>,2,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,drive_registration,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,0,<blank>,def,<blank>,<blank>,0,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,student_verification,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,8192,<blank>,def,<blank>,<blank>,2,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-25 12:06:22,0,enquiry_entries,4194304,<blank>,<blank>,2637824,<blank>,<blank>,<blank>,<blank>,<blank>,382,<blank>,def,<blank>,<blank>,6905,<blank>,<blank>,2021-10-28 05:01:26,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,event_photos,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,0,<blank>,def,<blank>,<blank>,0,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,extra_curricular_activities,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,0,<blank>,def,<blank>,<blank>,0,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,otheractivities,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,112,<blank>,def,<blank>,<blank>,146,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,department_wise_faculty_info,0,<blank>,<blank>,49152,<blank>,<blank>,<blank>,<blank>,<blank>,396,<blank>,def,<blank>,<blank>,124,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,department_wise_faculty_info1,0,<blank>,<blank>,49152,<blank>,<blank>,<blank>,<blank>,<blank>,387,<blank>,def,<blank>,<blank>,127,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,news_ticker1,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,1260,<blank>,def,<blank>,<blank>,13,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,news_ticker,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,1260,<blank>,def,<blank>,<blank>,13,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>
2021-10-21 20:49:46,0,departmental_head_emails,0,<blank>,<blank>,16384,<blank>,<blank>,<blank>,<blank>,<blank>,3276,<blank>,def,<blank>,<blank>,5,<blank>,<blank>,<blank>,u206194013_ICOER02MAR20,<blank>,<blank>,<blank>

